genres,year,playtime_forever
"['Adventure', 'Indie', 'RPG']",2016,1221
"['Indie', 'RPG', 'Simulation']",2015,1733
"['Casual', 'Indie']",2016,20577
['Strategy'],2016,51
"['Adventure', 'Indie', 'Strategy']",2016,1767
"['Adventure', 'Indie']",2016,2
"['Adventure', 'Casual', 'Indie']",2016,777
['Adventure'],2016,54
"['Adventure', 'Casual']",2016,709
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,1376
"['Action', 'Adventure', 'Casual', 'Indie']",2015,30
['Action'],2016,18525
"['Casual', 'Indie']",2016,2132
"['Casual', 'Indie', 'Simulation', 'Early Access']",2016,1184
"['Adventure', 'Indie', 'Simulation']",2016,7508
['Adventure'],2016,10931
"['Action', 'Indie']",2014,455
"['Simulation', 'Strategy']",2016,2876
"['Indie', 'Simulation', 'Sports', 'Strategy']",2016,663
"['Simulation', 'Strategy']",1995,980
['Strategy'],1998,8
"['Action', 'Adventure']",2016,9060
"['Indie', 'Simulation']",2016,87
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,10474
"['Adventure', 'Casual', 'Indie']",2016,21478
"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,195
"['Adventure', 'Indie']",2015,6737
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,92
"['Indie', 'RPG']",2016,746
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,4
"['Action', 'Casual', 'Indie']",2016,475
"['Action', 'Indie', 'Early Access']",2016,714
"['Action', 'RPG']",2016,71682
"['Adventure', 'Casual']",2016,186
"['Casual', 'Indie', 'RPG']",2016,6237
"['Casual', 'Indie']",2016,127
['Indie'],2016,276
"['Action', 'Indie']",2016,28421
"['Action', 'Adventure', 'Indie']",2016,261
"['Indie', 'RPG', 'Early Access']",2016,3
"['Action', 'Indie']",2016,64
['Indie'],2016,99
"['Action', 'Indie']",2016,1407
['Strategy'],2016,1054
"['Adventure', 'Casual', 'Indie']",2016,192
"['Adventure', 'Free to Play', 'Indie']",2016,1511
"['Action', 'Casual', 'Indie', 'Strategy']",2016,29
"['Adventure', 'Indie']",2016,1
"['Action', 'Indie']",2016,306
"['Casual', 'Indie']",2016,4241
"['Adventure', 'Indie']",2015,3899
"['Action', 'Indie', 'Simulation']",2016,798
"['Casual', 'Indie']",2016,7
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,448
"['Action', 'Indie']",2016,1
"['Adventure', 'Casual', 'Free to Play']",2016,17406
"['Adventure', 'Casual', 'Indie']",2016,8817
"['Action', 'Adventure', 'Indie']",2016,102443
"['Action', 'Casual', 'Indie']",2016,1355
"['Casual', 'Indie']",2016,16336
"['Casual', 'Strategy']",2016,64
['Casual'],2012,83
['Indie'],2016,196
['Casual'],2015,380
"['Adventure', 'Casual']",2016,1225
"['Adventure', 'Indie', 'RPG']",2016,18309
"['Simulation', 'Sports']",2016,269617
"['Action', 'Indie']",2016,348
"['Indie', 'Strategy']",2016,24659
"['Action', 'Indie', 'RPG']",2016,3238
"['Casual', 'Indie', 'RPG', 'Strategy']",2016,6427
"['Action', 'Indie', 'Early Access']",2016,1
"['Action', 'Adventure', 'Casual', 'Indie']",2016,85192
"['Action', 'Casual', 'Indie']",2016,16385
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",2016,3689
"['Action', 'Indie', 'Racing', 'Early Access']",2016,5398
"['Simulation', 'Sports', 'Strategy']",2017,3
"['Adventure', 'Casual', 'Indie']",2016,129
"['Indie', 'Strategy']",2016,1514
"['Action', 'Adventure', 'Indie']",2016,227
"['Action', 'Indie', 'Sports', 'Early Access']",2016,4
"['Action', 'Casual', 'Indie', 'Strategy']",2016,7042
['Indie'],2016,1790
"['Casual', 'Indie', 'Simulation']",2016,72
"['Adventure', 'Indie']",2016,14477
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",2016,19
"['Simulation', 'Strategy']",2016,7694
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2016,1801
"['Casual', 'Indie', 'Strategy']",2016,183
"['Education', 'Software Training']",2016,1
"['Casual', 'Indie', 'Strategy']",2016,7
"['Action', 'Indie']",2016,1662
['Utilities'],2016,5810
['Action'],2016,2470
"['Free to Play', 'RPG']",2016,2807
"['Action', 'Adventure', 'Indie']",2016,1441
"['Action', 'Adventure', 'Casual', 'Indie']",2016,742
"['Action', 'Indie']",2016,16
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2016,547
"['Indie', 'RPG']",2016,20053
"['Action', 'Casual', 'Indie']",2013,209
"['Action', 'Indie']",2016,655
"['Action', 'Indie']",2016,44
"['Indie', 'RPG', 'Simulation', 'Strategy']",2016,7882
"['Indie', 'RPG', 'Simulation']",2016,6824384
"['Action', 'Adventure']",2016,357689
"['Adventure', 'Indie']",2016,30
"['Adventure', 'Indie', 'RPG']",2016,2296
"['Adventure', 'Indie', 'RPG']",2015,19661
"['Action', 'Strategy']",2001,27461
"['Adventure', 'Indie']",2016,9733
['Strategy'],1998,16304
"['Action', 'Adventure', 'Indie', 'Early Access']",2016,17
['Adventure'],2016,8597
"['Action', 'Casual', 'Indie']",2016,130
"['Action', 'Adventure', 'Casual', 'Indie']",2016,9
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",2016,318
['Simulation'],2016,24582
"['Action', 'Adventure', 'Indie']",2014,116801
"['Action', 'Adventure', 'Indie']",2016,91
"['Casual', 'Indie', 'Strategy']",2016,363
"['Action', 'Indie']",2016,53
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2016,2580
"['Action', 'Casual', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2016,127
"['Casual', 'Free to Play', 'Sports']",2016,519
"['Adventure', 'Casual', 'Indie', 'Simulation']",2016,486
"['Casual', 'Free to Play', 'Indie', 'Sports']",2016,3974
"['Action', 'Casual', 'Indie', 'Strategy']",2016,23
"['Adventure', 'Indie']",2016,164
"['Adventure', 'Indie']",2016,4618
"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2016,492
"['Action', 'Indie', 'RPG', 'Early Access']",2016,340
"['Action', 'Adventure', 'Indie', 'RPG']",2016,1314996
['Strategy'],1996,1273
['Strategy'],1996,119
"['Action', 'Indie']",2016,8920
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,2753549
['Indie'],2016,11
['Adventure'],2016,49297
"['Indie', 'Simulation', 'Strategy']",2016,516606
"['Action', 'Casual', 'Indie', 'Early Access']",2016,1100
"['Action', 'Indie']",2016,954
"['Action', 'Indie', 'Racing']",2016,2119
['Utilities'],2016,1162
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports']",2016,2
"['Action', 'Indie']",2016,50285
"['Adventure', 'Indie']",2016,5700
"['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation']",2016,56626
"['Adventure', 'Indie']",2016,175
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,137
"['Action', 'Casual', 'Indie']",2016,5617
"['Casual', 'Indie']",2016,13942
"['Casual', 'Indie', 'Simulation', 'Strategy']",2016,1176
"['Adventure', 'Indie', 'RPG']",2016,2310
"['Indie', 'Simulation', 'Strategy']",2016,3891
"['Adventure', 'Indie']",2016,8990
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']",2016,3
['Adventure'],2016,26
"['Simulation', 'Strategy']",2004,1316
"['Simulation', 'Strategy']",2005,44
"['Action', 'Adventure', 'Indie']",2016,1366
"['Indie', 'RPG']",2016,183
"['Action', 'Casual', 'Indie']",2016,4413
['Adventure'],2016,26855
"['Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,27217
"['Action', 'Indie']",2016,230
['Action'],2016,5137
"['Indie', 'Simulation']",2016,616834
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017,2
"['Action', 'Casual', 'Indie']",2016,563
"['Adventure', 'Indie']",2016,11955
"['Action', 'Adventure', 'Indie', 'RPG']",2016,19348
"['Action', 'Adventure']",2016,265975
"['Adventure', 'Indie']",2016,226446
"['Action', 'Adventure', 'Indie']",2016,29
"['Adventure', 'Casual', 'Indie', 'Simulation']",2016,9347
"['Indie', 'RPG', 'Simulation', 'Early Access']",2016,1938
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,5818
['Strategy'],2016,4790013
['Indie'],2016,2652
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2016,2
"['Adventure', 'Casual', 'Indie']",2016,2
['Adventure'],2016,668
"['Indie', 'Strategy']",2016,13450
"['Action', 'Adventure', 'Indie']",2016,32067
"['Casual', 'Indie']",2016,3058
"['Adventure', 'Indie']",2016,4603
"['Indie', 'RPG']",2015,1143
"['Casual', 'Indie', 'Sports', 'Early Access']",2016,604108
"['Action', 'Indie']",2016,2905
['Indie'],2016,379
"['Action', 'Casual', 'Indie']",2016,6
"['Casual', 'Indie']",2016,4019
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,189
"['Action', 'Adventure']",2016,599
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,79
"['Action', 'Indie']",2016,1
"['Indie', 'RPG']",2016,310
"['Action', 'Indie', 'RPG']",2016,23641
"['Action', 'Indie', 'Strategy']",2016,224
"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,2597
"['Adventure', 'Casual', 'Indie']",2016,9542
"['Action', 'Free to Play', 'Indie']",2016,108553
"['Adventure', 'Indie']",2016,4180
"['Casual', 'Indie', 'Strategy']",2008,1721
"['Adventure', 'Casual']",2016,300
"['Casual', 'Indie']",2016,5389
"['Action', 'Adventure', 'Casual', 'Indie']",2016,11200
"['Action', 'Casual', 'Indie']",2016,6004
"['Casual', 'Indie', 'Strategy']",2016,215
"['Action', 'Adventure', 'Indie']",2016,8951
"['Action', 'Massively Multiplayer', 'RPG']",2016,17572
"['Action', 'Indie', 'Strategy']",2016,884
"['Action', 'Free to Play']",2016,2301
"['Action', 'Casual', 'Indie', 'Early Access']",2016,17
"['Action', 'Casual', 'Indie']",2016,5
"['Adventure', 'Casual']",2016,1385
"['Casual', 'Indie', 'Simulation']",2016,53483
"['Action', 'Adventure', 'Casual', 'Indie']",2016,62697
['Audio Production'],2016,273
"['Action', 'Indie']",2016,1358
"['Action', 'Adventure', 'Indie', 'Simulation']",2016,10216
"['Racing', 'Simulation', 'Sports']",2016,217
"['Action', 'Adventure', 'Indie', 'RPG']",2016,86353
"['Massively Multiplayer', 'RPG', 'Simulation']",2016,576
"['Action', 'Indie']",2016,182
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,4443
"['Action', 'Indie']",2016,87145
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access']",2016,151286
"['Action', 'Indie']",2016,4750
"['Indie', 'Simulation']",2016,838
"['Action', 'Indie']",2016,2688
"['Action', 'Indie']",2016,1239
['Indie'],2016,26623
"['Casual', 'Indie']",2016,3172
['Adventure'],1996,383
"['Action', 'Casual', 'Indie']",2016,34535
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2016,92
"['Casual', 'Indie']",2016,847
"['Action', 'Adventure', 'Indie', 'RPG']",2016,2922
['Strategy'],2004,7459
"['Action', 'Indie']",2016,916
"['Action', 'Adventure', 'Indie']",2016,563
"['Adventure', 'Indie']",2016,234
"['Action', 'Indie', 'Racing']",2016,4609
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,3246
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,1561
"['Action', 'Indie', 'Early Access']",2016,5683
"['Indie', 'Simulation']",2016,4560
"['Action', 'Indie']",2016,21
"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",2016,592
['Action'],2016,1009
"['Action', 'Adventure']",2016,5108
"['Action', 'Indie']",2016,3291
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2015,1313
"['Action', 'Adventure', 'Indie']",2016,1909
"['Action', 'Indie']",2016,6450
"['Action', 'Adventure', 'Indie']",2016,15
"['Action', 'Adventure', 'Indie']",2016,4096
"['Action', 'Adventure']",2016,30399
"['Indie', 'RPG', 'Strategy']",2016,1899384
"['Action', 'Indie']",2016,1733
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,865
"['Action', 'Adventure', 'Indie']",2016,72
"['Indie', 'Strategy']",2016,6808
"['Indie', 'RPG', 'Simulation', 'Strategy']",2016,4257
"['Indie', 'RPG']",2016,126
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2016,6113
"['Casual', 'Indie']",2016,2710
['Simulation'],1998,19
['Simulation'],1994,1978
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2016,5872
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2016,10702
"['Adventure', 'Indie', 'Strategy']",2016,791
"['Indie', 'Strategy', 'Early Access']",2016,97
"['Action', 'Casual', 'Indie']",2016,929
"['Adventure', 'Casual']",2016,3683
['Simulation'],1990,861
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2015,1727
"['Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",2015,1023
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015,79899
"['Casual', 'Indie', 'Simulation', 'Early Access']",2015,48
"['Adventure', 'Casual', 'Indie']",2015,49
"['Action', 'Adventure', 'Indie']",2015,3673
"['Action', 'Adventure', 'Indie']",2014,5713
"['Action', 'Adventure', 'Indie']",2015,1160
['Indie'],2016,52154
"['Action', 'Casual', 'Indie']",2016,6470
['Adventure'],2016,8692
"['Action', 'Indie', 'RPG']",2016,1
['Indie'],2016,337
"['Action', 'Adventure', 'Indie', 'RPG']",2016,17441
"['Action', 'Indie']",2016,142
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015,3347
['Indie'],2016,1328
"['Casual', 'Indie']",2016,10
"['Action', 'Indie']",2016,2282
"['Action', 'Adventure', 'Casual', 'Indie']",2015,876
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation']",2015,260240
"['Free to Play', 'Massively Multiplayer']",2010,51155
"['Adventure', 'Indie', 'Massively Multiplayer']",2015,66640
['RPG'],2005,1699
"['Action', 'Indie']",2015,783
"['Action', 'Indie']",2015,558
"['Casual', 'Strategy']",2015,1943
"['Action', 'Indie']",2015,2150
"['Action', 'Adventure', 'Indie']",2015,1346
"['Free to Play', 'Strategy', 'Early Access']",2015,7346
"['Indie', 'Simulation']",2015,166914
"['Adventure', 'Casual']",2015,214
"['Action', 'Adventure']",1997,9881
"['Casual', 'Indie']",2015,146
"['Adventure', 'Casual']",2015,255
"['Adventure', 'Casual']",2015,318
['Strategy'],1997,55631
"['Adventure', 'Indie']",2015,15272
"['Action', 'Indie', 'Early Access']",2015,450
"['Action', 'Casual', 'Indie']",2015,276
"['Casual', 'Indie']",2015,13
['Adventure'],2015,4924
"['Adventure', 'Indie']",2015,6732
"['Action', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",2015,163925
"['Indie', 'RPG']",2015,102168
"['Casual', 'Strategy']",2015,1490
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015,86
"['Indie', 'RPG']",2013,5
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2015,507
"['Casual', 'Indie']",2015,2475
"['Action', 'Adventure', 'Indie']",2015,14
"['Free to Play', 'Massively Multiplayer', 'Strategy']",2015,119526
"['Indie', 'RPG', 'Simulation', 'Strategy']",2015,471
"['Action', 'Casual', 'Simulation']",2015,33
"['Action', 'Indie', 'Strategy', 'Early Access']",2015,83
"['Action', 'Indie', 'Strategy', 'Early Access']",2015,1049200
"['Action', 'Casual', 'Indie']",2015,8563
"['Indie', 'Racing', 'Simulation', 'Sports']",2015,65
"['Action', 'Adventure']",2015,2540
"['Action', 'Casual', 'Indie']",2015,1794
"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing', 'Early Access']",2015,18990
"['Action', 'Indie', 'RPG']",2015,2225
"['Casual', 'Indie', 'Sports']",2015,13
"['Indie', 'RPG']",2012,646
['Indie'],2015,762
"['Action', 'Adventure', 'Indie', 'RPG']",2015,755
"['Casual', 'Strategy']",2015,2852
['Casual'],2015,158
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2015,40142
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015,259321
"['Indie', 'RPG']",2015,402
"['Action', 'Indie']",2015,6649
"['Action', 'Adventure', 'Indie', 'RPG']",2015,2960
"['Action', 'Adventure', 'Indie']",2015,27435
"['Racing', 'Simulation', 'Sports']",2015,160
"['Action', 'Indie']",2015,1242
"['Audio Production', 'Utilities']",2015,4398
"['Indie', 'RPG', 'Strategy']",2015,823
"['Action', 'Adventure', 'Indie']",2015,7
"['Indie', 'Strategy']",1998,38
['RPG'],2015,131025
['Action'],2015,14
"['Action', 'Indie']",2015,17
"['Action', 'Indie']",2015,4644
"['Simulation', 'Sports']",2015,167
"['Indie', 'Sports', 'Strategy']",2015,2258
['Simulation'],2015,22
"['RPG', 'Simulation']",2015,1360
"['Action', 'Casual', 'Indie']",2014,6369
"['Action', 'Indie', 'Strategy']",2015,97
"['Action', 'Adventure', 'Indie']",2015,3329
"['Action', 'Free to Play', 'Indie']",2015,26071
"['Action', 'Indie']",2015,26477
"['Action', 'Adventure', 'RPG']",2010,995
"['Action', 'Adventure', 'Indie']",2015,31981
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,16967
"['Action', 'Adventure']",2015,1773
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015,13277
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",2015,3612
"['Indie', 'RPG', 'Strategy', 'Early Access']",2015,187
"['Indie', 'RPG', 'Early Access']",2015,910
"['Action', 'Indie', 'RPG']",2015,1717029
"['Casual', 'Indie']",2015,8004
"['Action', 'Indie']",2015,8629
['Action'],2015,477921
"['Action', 'Casual']",2015,7154
"['Adventure', 'Indie', 'RPG', 'Simulation']",2015,5257
"['Free to Play', 'Indie']",2015,37328
"['Action', 'Adventure', 'Indie']",2015,67
"['Indie', 'RPG']",2015,3151
"['Indie', 'RPG']",2015,7071
"['Action', 'RPG']",2015,30899
"['Action', 'Casual', 'Indie']",2015,155
"['RPG', 'Strategy']",1997,1389
['Strategy'],1994,46
"['RPG', 'Strategy']",1996,7075
"['Simulation', 'Strategy']",2004,33
"['Adventure', 'Casual']",2015,2689
"['Action', 'Indie', 'RPG', 'Strategy']",2015,1042
"['Action', 'RPG']",2015,308
"['Action', 'Adventure', 'Casual', 'Indie']",2015,29384
['Strategy'],2015,1563
"['Adventure', 'RPG']",2015,518
['RPG'],2015,1185
"['Action', 'Adventure', 'Indie']",2015,1445
"['Adventure', 'Casual', 'Indie']",2015,561
['Action'],2015,7249189
"['Action', 'Adventure', 'Indie']",2015,3200
['Adventure'],2015,1423
"['Action', 'Adventure', 'Casual', 'Indie']",2015,2283
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",2015,130528
"['Adventure', 'Indie', 'RPG']",2015,341
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015,5341
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015,8443
"['Action', 'Indie']",2015,985
"['Adventure', 'Indie']",2015,1757
"['Action', 'Indie']",2015,3666
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015,771
"['Casual', 'Indie', 'Strategy']",2015,1154
"['Adventure', 'Indie']",2015,6
"['Action', 'Adventure', 'Casual', 'Indie']",2015,367
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2015,6788
"['Casual', 'Free to Play', 'Indie']",2015,7261
"['Action', 'Adventure', 'Indie']",2015,815
"['Adventure', 'Free to Play', 'Indie', 'Early Access']",2015,222
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2015,4834
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",2015,54
"['Action', 'Adventure', 'Indie', 'RPG']",2015,7
"['Adventure', 'Casual']",2015,22414
"['Adventure', 'RPG']",2015,19951
"['Adventure', 'Indie']",2015,2042
"['Action', 'Indie', 'Strategy']",2015,242
"['Adventure', 'Indie']",2015,2673
"['Action', 'Casual', 'Indie', 'Early Access']",2015,406
"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015,52037
"['Adventure', 'Casual', 'Strategy']",2013,4614
"['Action', 'Indie']",2015,586
"['Action', 'Indie']",2015,8
['Action'],2015,8294
"['Action', 'Indie', 'Racing']",2015,4604
['Simulation'],2015,2651
"['Indie', 'RPG']",2015,2548
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",2015,230495
"['Action', 'Indie']",2015,13423
"['Adventure', 'Indie', 'Simulation']",2015,13568
"['Indie', 'Simulation']",2014,428
['Indie'],2015,4342
"['Adventure', 'Casual', 'Indie']",2015,421
"['Action', 'Indie']",2015,1518
"['Adventure', 'Indie', 'RPG']",2015,163
['Adventure'],2015,11308
"['Indie', 'RPG', 'Strategy']",2015,159284
"['Casual', 'Indie', 'Simulation']",2010,103
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,29383
"['Casual', 'Indie', 'RPG']",2015,3157
"['Casual', 'Indie']",2015,2223
"['Adventure', 'Casual']",2015,1922
"['Adventure', 'Casual', 'Strategy']",2015,1981
"['Action', 'Adventure']",2015,513619
"['Simulation', 'Strategy']",2015,313
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,161
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015,441
"['Casual', 'Indie']",2015,2559
"['Action', 'Casual', 'Indie']",2015,9117
"['Casual', 'Indie']",2015,16178
"['Adventure', 'Free to Play', 'Simulation']",2015,1645
"['Action', 'Casual', 'Indie', 'Sports']",2015,1555
"['Action', 'Indie']",2015,955
"['Action', 'Indie', 'Strategy']",2015,2427
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015,3899
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,6250
"['Action', 'Indie']",2015,9615
"['Action', 'Casual', 'Indie']",2015,6065
"['Free to Play', 'Massively Multiplayer', 'Strategy']",2015,1166
"['Action', 'Adventure', 'Indie']",2015,262
['Action'],1999,83
"['Adventure', 'Casual', 'Indie', 'RPG']",2015,636
['Adventure'],2015,13588
"['Indie', 'Strategy']",2015,18787
"['Action', 'Simulation']",1993,2
['Indie'],2015,3318
"['Action', 'Adventure', 'Casual', 'Indie']",2015,1592
"['Casual', 'Indie']",2015,679
['Indie'],2015,346
"['Free to Play', 'Massively Multiplayer', 'Simulation']",2015,268496
['Casual'],2015,536
"['Action', 'Indie']",2015,10
"['Racing', 'Simulation', 'Sports']",2013,48939
['Action'],2015,6957
"['Action', 'Adventure', 'Indie']",2015,35
['Action'],1994,3417
"['Action', 'Free to Play', 'Massively Multiplayer']",2015,3820
['Strategy'],2003,48129
"['Action', 'Free to Play']",2015,8008
"['Casual', 'Indie']",2015,41722
"['Action', 'Indie']",2015,1021
"['Action', 'Adventure', 'Indie', 'Simulation']",2015,6171
['RPG'],2015,35656952
"['Casual', 'Indie', 'RPG', 'Simulation']",2015,4
"['Adventure', 'Casual', 'Indie']",2015,2835
"['Indie', 'Strategy']",2015,3490
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",2015,23891
"['Adventure', 'Casual', 'Indie']",2015,36
['Indie'],2015,1689
"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2015,11370
"['Indie', 'Strategy']",2015,546
"['Indie', 'Simulation', 'Strategy']",2015,215985
"['Indie', 'RPG']",2015,3553
"['Casual', 'Simulation']",2015,8520
"['Action', 'Adventure']",2015,19754
"['Action', 'Indie']",2015,6044
"['Indie', 'Racing', 'Sports']",2015,1827
"['Action', 'Indie', 'RPG', 'Strategy']",2015,319
"['Action', 'Casual', 'Indie', 'Strategy']",2015,1593
"['Adventure', 'Casual']",2015,3689
['Strategy'],2015,1
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015,147
"['Action', 'Adventure', 'RPG']",2015,231396
"['Action', 'Indie', 'RPG']",2015,2720
"['Action', 'Indie']",2015,30747
"['Action', 'Indie']",2015,951
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2015,8649
"['Indie', 'RPG']",2015,916
"['Action', 'Indie']",2015,5195
"['Action', 'Free to Play', 'Indie']",2015,1667
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2015,5530
"['Adventure', 'Casual', 'Simulation']",2015,555
"['Adventure', 'Indie']",2015,950
"['Action', 'Adventure', 'Indie']",2015,539
"['Adventure', 'Indie']",2015,354
"['Indie', 'Simulation']",2015,212
['RPG'],1997,358138
"['Action', 'Indie']",2015,517
"['Adventure', 'Free to Play', 'Indie']",2015,646
"['Action', 'Indie', 'Early Access']",2015,1565
"['Adventure', 'Casual']",2015,5089
['Adventure'],2015,39515
['Strategy'],2015,462
"['RPG', 'Strategy']",2015,232062
"['Adventure', 'Free to Play', 'Indie']",2015,2139
"['Adventure', 'Casual']",2015,1763
['Indie'],2015,3523
['Utilities'],2015,12649
"['Action', 'Indie']",2015,27078
"['Adventure', 'Casual', 'Indie']",2015,45
"['Action', 'Adventure', 'Indie']",2015,4712
"['Action', 'Adventure', 'Indie', 'RPG']",2015,13639
"['Indie', 'Strategy']",2015,57
"['Adventure', 'Indie']",2015,207
['RPG'],2015,98994
"['Adventure', 'Indie']",2015,224
"['Indie', 'Strategy']",2015,172
['RPG'],2015,4337
"['Adventure', 'Casual', 'Indie']",2015,1855
"['Action', 'Casual', 'Indie', 'Early Access']",2015,240
"['Casual', 'Indie', 'Strategy']",2015,51
['Adventure'],2015,80
"['Indie', 'RPG']",2015,527
"['Indie', 'RPG']",2011,11137
"['Action', 'Adventure', 'Indie']",2015,88
"['Action', 'Indie']",2015,922
"['Action', 'Indie']",2015,1386020
"['Design &amp; Illustration', 'Web Publishing']",2015,159700
"['Adventure', 'Indie', 'RPG']",2015,15922
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2015,9784
"['Action', 'Indie', 'RPG']",2016,745
"['Action', 'Adventure', 'Casual', 'Indie']",2015,5533
['Action'],2015,503
"['Adventure', 'Indie']",2015,454
"['Casual', 'Indie']",2015,128
"['Adventure', 'RPG', 'Strategy']",2015,25822
"['Indie', 'RPG', 'Strategy']",2015,52094
['Adventure'],2015,1597
"['Action', 'Indie']",2015,1467
"['Adventure', 'Casual']",2015,44
"['Action', 'Adventure', 'RPG']",2015,9837
"['Action', 'Adventure', 'Casual']",2015,19
"['Adventure', 'Indie']",2015,88
"['Adventure', 'Indie', 'RPG']",2015,87662
['Action'],2015,858
"['RPG', 'Simulation', 'Strategy', 'Early Access']",2015,647
"['Action', 'Indie', 'Simulation', 'Strategy']",2015,6
"['Action', 'Casual', 'Indie']",2015,6
"['Adventure', 'Casual', 'Indie']",2015,4171
"['Action', 'Adventure', 'RPG']",2015,219
"['Action', 'Adventure', 'RPG']",1994,1063
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,14353
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,53810
"['Adventure', 'Indie']",2015,530
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2015,236459
"['Indie', 'Strategy', 'Early Access']",2015,26915
"['Adventure', 'Indie']",2015,5
"['Action', 'Indie']",2015,318
['Action'],2015,67
